ConfirmedForeignNational,ConfirmedIndianNational,Confirmed,Cured,Date,Deaths,Number of Records,Sno,State/UnionTerritory,Time
,,15,10,10-04-2020,0,1,818,Ladakh,5:00 PM
,,259,0,10-04-2020,16,1,819,Madhya Pradesh,5:00 PM
,,1364,125,10-04-2020,97,1,820,Maharashtra,5:00 PM
,,2,1,10-04-2020,0,1,821,Manipur,5:00 PM
,,1,0,10-04-2020,0,1,822,Mizoram,5:00 PM
,,44,2,10-04-2020,1,1,823,Odisha,5:00 PM
,,5,1,10-04-2020,0,1,824,Puducherry,5:00 PM
,,132,5,10-04-2020,11,1,825,Punjab,5:00 PM
,,463,21,10-04-2020,3,1,826,Rajasthan,5:00 PM
,,834,21,10-04-2020,8,1,827,Tamil Nadu,5:00 PM
,,473,35,10-04-2020,7,1,828,Telengana,5:00 PM
,,1,0,10-04-2020,0,1,829,Tripura,5:00 PM
,,35,5,10-04-2020,0,1,830,Uttarakhand,5:00 PM
,,431,32,10-04-2020,4,1,831,Uttar Pradesh,5:00 PM
,,116,16,10-04-2020,5,1,832,West Bengal,5:00 PM
,,381,11,11-04-2020,6,1,833,Andhra Pradesh,5:00 PM
,,11,0,11-04-2020,0,1,834,Andaman and Nicobar Islands,5:00 PM
,,1,0,11-04-2020,0,1,835,Arunachal Pradesh,5:00 PM
,,29,0,11-04-2020,1,1,836,Assam,5:00 PM
,,60,0,11-04-2020,1,1,837,Bihar,5:00 PM
,,18,7,11-04-2020,0,1,838,Chandigarh,5:00 PM
,,18,9,11-04-2020,0,1,839,Chhattisgarh,5:00 PM
,,903,25,11-04-2020,14,1,840,Delhi,5:00 PM
,,7,1,11-04-2020,0,1,841,Goa,5:00 PM
,,308,31,11-04-2020,19,1,842,Gujarat,5:00 PM
,,177,29,11-04-2020,3,1,843,Haryana,5:00 PM
,,28,6,11-04-2020,1,1,844,Himachal Pradesh,5:00 PM
,,207,6,11-04-2020,4,1,845,Jammu and Kashmir,5:00 PM
,,17,0,11-04-2020,1,1,846,Jharkhand,5:00 PM
,,214,37,11-04-2020,6,1,847,Karnataka,5:00 PM
,,364,123,11-04-2020,2,1,848,Kerala,5:00 PM
,,15,10,11-04-2020,0,1,849,Ladakh,5:00 PM
,,443,0,11-04-2020,33,1,850,Madhya Pradesh,5:00 PM
,,1574,188,11-04-2020,110,1,851,Maharashtra,5:00 PM
,,2,1,11-04-2020,0,1,852,Manipur,5:00 PM
,,1,0,11-04-2020,0,1,853,Mizoram,5:00 PM
,,48,2,11-04-2020,1,1,854,Odisha,5:00 PM
,,7,1,11-04-2020,0,1,855,Puducherry,5:00 PM
,,132,5,11-04-2020,11,1,856,Punjab,5:00 PM
,,553,21,11-04-2020,3,1,857,Rajasthan,5:00 PM
,,911,44,11-04-2020,8,1,858,Tamil Nadu,5:00 PM
,,504,43,11-04-2020,9,1,859,Telengana,5:00 PM
,,2,0,11-04-2020,0,1,860,Tripura,5:00 PM
,,35,5,11-04-2020,0,1,861,Uttarakhand,5:00 PM
,,433,32,11-04-2020,4,1,862,Uttar Pradesh,5:00 PM
,,126,16,11-04-2020,5,1,863,West Bengal,5:00 PM
,,381,11,12-04-2020,6,1,864,Andhra Pradesh,5:00 PM
,,11,10,12-04-2020,0,1,865,Andaman and Nicobar Islands,5:00 PM
,,1,0,12-04-2020,0,1,866,Arunachal Pradesh,5:00 PM
,,29,0,12-04-2020,1,1,867,Assam,5:00 PM
,,64,19,12-04-2020,1,1,868,Bihar,5:00 PM
,,19,7,12-04-2020,0,1,869,Chandigarh,5:00 PM
,,25,10,12-04-2020,0,1,870,Chhattisgarh,5:00 PM
,,1069,25,12-04-2020,19,1,871,Delhi,5:00 PM
,,7,5,12-04-2020,0,1,872,Goa,5:00 PM
,,432,44,12-04-2020,22,1,873,Gujarat,5:00 PM
,,185,29,12-04-2020,3,1,874,Haryana,5:00 PM
,,32,6,12-04-2020,1,1,875,Himachal Pradesh,5:00 PM
,,224,6,12-04-2020,4,1,876,Jammu and Kashmir,5:00 PM
,,17,0,12-04-2020,1,1,877,Jharkhand,5:00 PM
,,226,37,12-04-2020,6,1,878,Karnataka,5:00 PM
,,374,142,12-04-2020,2,1,879,Kerala,5:00 PM
,,15,10,12-04-2020,0,1,880,Ladakh,5:00 PM
,,564,0,12-04-2020,36,1,881,Madhya Pradesh,5:00 PM
,,1761,208,12-04-2020,127,1,882,Maharashtra,5:00 PM
,,2,1,12-04-2020,0,1,883,Manipur,5:00 PM
,,1,0,12-04-2020,0,1,884,Mizoram,5:00 PM
,,54,12,12-04-2020,1,1,885,Odisha,5:00 PM
,,7,1,12-04-2020,0,1,886,Puducherry,5:00 PM
,,151,5,12-04-2020,11,1,887,Punjab,5:00 PM
,,700,21,12-04-2020,3,1,888,Rajasthan,5:00 PM
,,969,44,12-04-2020,10,1,889,Tamil Nadu,5:00 PM
,,504,43,12-04-2020,9,1,890,Telengana,5:00 PM
,,2,0,12-04-2020,0,1,891,Tripura,5:00 PM
,,35,5,12-04-2020,0,1,892,Uttarakhand,5:00 PM
,,452,45,12-04-2020,5,1,893,Uttar Pradesh,5:00 PM
,,134,19,12-04-2020,5,1,894,West Bengal,5:00 PM
,,432,11,13-04-2020,7,1,895,Andhra Pradesh,5:00 PM
,,11,10,13-04-2020,0,1,896,Andaman and Nicobar Islands,5:00 PM
,,1,0,13-04-2020,0,1,897,Arunachal Pradesh,5:00 PM
,,31,0,13-04-2020,1,1,898,Assam,5:00 PM
,,64,26,13-04-2020,1,1,899,Bihar,5:00 PM
,,21,7,13-04-2020,0,1,900,Chandigarh,5:00 PM
,,31,10,13-04-2020,0,1,901,Chhattisgarh,5:00 PM
,,1154,27,13-04-2020,24,1,902,Delhi,5:00 PM
,,7,5,13-04-2020,0,1,903,Goa,5:00 PM
,,539,47,13-04-2020,26,1,904,Gujarat,5:00 PM
,,185,29,13-04-2020,3,1,905,Haryana,5:00 PM
,,32,13,13-04-2020,1,1,906,Himachal Pradesh,5:00 PM
,,245,6,13-04-2020,4,1,907,Jammu and Kashmir,5:00 PM
,,19,0,13-04-2020,2,1,908,Jharkhand,5:00 PM
,,247,59,13-04-2020,6,1,909,Karnataka,5:00 PM
,,376,179,13-04-2020,3,1,910,Kerala,5:00 PM
,,15,10,13-04-2020,0,1,911,Ladakh,5:00 PM
,,604,44,13-04-2020,43,1,912,Madhya Pradesh,5:00 PM
,,1985,217,13-04-2020,149,1,913,Maharashtra,5:00 PM
,,2,1,13-04-2020,0,1,914,Manipur,5:00 PM
,,1,0,13-04-2020,0,1,915,Mizoram,5:00 PM
,,1,0,13-04-2020,0,1,916,Nagaland,5:00 PM
,,54,12,13-04-2020,1,1,917,Odisha,5:00 PM
,,7,1,13-04-2020,0,1,918,Puducherry,5:00 PM
,,167,14,13-04-2020,11,1,919,Punjab,5:00 PM
,,812,21,13-04-2020,3,1,920,Rajasthan,5:00 PM
,,1075,50,13-04-2020,11,1,921,Tamil Nadu,5:00 PM
,,562,100,13-04-2020,16,1,922,Telengana,5:00 PM
,,2,0,13-04-2020,0,1,923,Tripura,5:00 PM
,,35,5,13-04-2020,0,1,924,Uttarakhand,5:00 PM
,,483,47,13-04-2020,5,1,925,Uttar Pradesh,5:00 PM
,,152,29,13-04-2020,7,1,926,West Bengal,5:00 PM
,,473,14,14-04-2020,9,1,927,Andhra Pradesh,5:00 PM
,,11,10,14-04-2020,0,1,928,Andaman and Nicobar Islands,5:00 PM
,,1,0,14-04-2020,0,1,929,Arunachal Pradesh,5:00 PM
,,31,0,14-04-2020,1,1,930,Assam,5:00 PM
,,66,26,14-04-2020,1,1,931,Bihar,5:00 PM
,,21,7,14-04-2020,0,1,932,Chandigarh,5:00 PM
,,31,10,14-04-2020,0,1,933,Chhattisgarh,5:00 PM
,,1510,30,14-04-2020,28,1,934,Delhi,5:00 PM
,,7,5,14-04-2020,0,1,935,Goa,5:00 PM
,,617,55,14-04-2020,26,1,936,Gujarat,5:00 PM
,,199,34,14-04-2020,3,1,937,Haryana,5:00 PM
,,32,13,14-04-2020,1,1,938,Himachal Pradesh,5:00 PM
,,270,16,14-04-2020,4,1,939,Jammu and Kashmir,5:00 PM
,,24,0,14-04-2020,2,1,940,Jharkhand,5:00 PM
,,258,65,14-04-2020,9,1,941,Karnataka,5:00 PM
,,379,198,14-04-2020,3,1,942,Kerala,5:00 PM
,,15,10,14-04-2020,0,1,943,Ladakh,5:00 PM
,,730,51,14-04-2020,50,1,944,Madhya Pradesh,5:00 PM
,,2337,229,14-04-2020,160,1,945,Maharashtra,5:00 PM
,,2,1,14-04-2020,0,1,946,Manipur,5:00 PM
,,1,0,14-04-2020,0,1,947,Meghalaya,5:00 PM
,,1,0,14-04-2020,0,1,948,Mizoram,5:00 PM
,,1,0,14-04-2020,0,1,949,Nagaland,5:00 PM
,,55,18,14-04-2020,1,1,950,Odisha,5:00 PM
,,7,1,14-04-2020,0,1,951,Puducherry,5:00 PM
,,176,14,14-04-2020,12,1,952,Punjab,5:00 PM
,,879,133,14-04-2020,3,1,953,Rajasthan,5:00 PM
,,1173,58,14-04-2020,11,1,954,Tamil Nadu,5:00 PM
,,624,100,14-04-2020,17,1,955,Telengana,5:00 PM
,,2,0,14-04-2020,0,1,956,Tripura,5:00 PM
,,35,7,14-04-2020,0,1,957,Uttarakhand,5:00 PM
,,657,49,14-04-2020,5,1,958,Uttar Pradesh,5:00 PM
,,190,36,14-04-2020,7,1,959,West Bengal,5:00 PM
,,11,10,15-04-2020,0,1,960,Andaman and Nicobar Islands,5:00 PM
,,503,16,15-04-2020,9,1,961,Andhra Pradesh,5:00 PM
,,1,0,15-04-2020,0,1,962,Arunachal Pradesh,5:00 PM
,,33,0,15-04-2020,1,1,963,Assam,5:00 PM
,,70,29,15-04-2020,1,1,964,Bihar,5:00 PM
,,21,7,15-04-2020,0,1,965,Chandigarh,5:00 PM
,,33,13,15-04-2020,0,1,966,Chhattisgarh,5:00 PM
,,1561,30,15-04-2020,30,1,967,Delhi,5:00 PM
,,7,5,15-04-2020,0,1,968,Goa,5:00 PM
,,695,59,15-04-2020,30,1,969,Gujarat,5:00 PM
,,199,34,15-04-2020,3,1,970,Haryana,5:00 PM
,,33,13,15-04-2020,1,1,971,Himachal Pradesh,5:00 PM
,,278,30,15-04-2020,4,1,972,Jammu and Kashmir,5:00 PM
,,27,0,15-04-2020,2,1,973,Jharkhand,5:00 PM
,,277,75,15-04-2020,11,1,974,Karnataka,5:00 PM
,,387,211,15-04-2020,3,1,975,Kerala,5:00 PM
,,17,10,15-04-2020,0,1,976,Ladakh,5:00 PM
,,987,64,15-04-2020,53,1,977,Madhya Pradesh,5:00 PM
,,2687,259,15-04-2020,178,1,978,Maharashtra,5:00 PM
,,2,1,15-04-2020,0,1,979,Manipur,5:00 PM
,,7,0,15-04-2020,1,1,980,Meghalaya,5:00 PM
,,1,0,15-04-2020,0,1,981,Mizoram,5:00 PM
,,0,0,15-04-2020,0,1,982,Nagaland,5:00 PM
,,60,18,15-04-2020,1,1,983,Odisha,5:00 PM
,,7,1,15-04-2020,0,1,984,Puducherry,5:00 PM
,,186,14,15-04-2020,13,1,985,Punjab,5:00 PM
,,1005,147,15-04-2020,3,1,986,Rajasthan,5:00 PM
,,1204,81,15-04-2020,12,1,987,Tamil Nadu,5:00 PM
,,647,120,15-04-2020,18,1,988,Telengana,5:00 PM
,,2,0,15-04-2020,0,1,989,Tripura,5:00 PM
,,37,9,15-04-2020,0,1,990,Uttarakhand,5:00 PM
,,735,51,15-04-2020,11,1,991,Uttar Pradesh,5:00 PM
,,213,37,15-04-2020,7,1,992,West Bengal,5:00 PM
,,11,10,16-04-2020,0,1,993,Andaman and Nicobar Islands,5:00 PM
,,534,20,16-04-2020,14,1,994,Andhra Pradesh,5:00 PM
,,1,0,16-04-2020,0,1,995,Arunachal Pradesh,5:00 PM
,,33,5,16-04-2020,1,1,996,Assam,5:00 PM
,,74,29,16-04-2020,1,1,997,Bihar,5:00 PM
,,21,7,16-04-2020,0,1,998,Chandigarh,5:00 PM
,,33,17,16-04-2020,0,1,999,Chhattisgarh,5:00 PM
,,1578,42,16-04-2020,32,1,1000,Delhi,5:00 PM
,,7,5,16-04-2020,0,1,1001,Goa,5:00 PM
,,871,64,16-04-2020,36,1,1002,Gujarat,5:00 PM
,,205,43,16-04-2020,3,1,1003,Haryana,5:00 PM
,,35,16,16-04-2020,1,1,1004,Himachal Pradesh,5:00 PM
,,300,36,16-04-2020,4,1,1005,Jammu and Kashmir,5:00 PM
,,28,0,16-04-2020,2,1,1006,Jharkhand,5:00 PM
,,315,82,16-04-2020,13,1,1007,Karnataka,5:00 PM
,,388,218,16-04-2020,3,1,1008,Kerala,5:00 PM
,,17,10,16-04-2020,0,1,1009,Ladakh,5:00 PM
,,1120,64,16-04-2020,53,1,1010,Madhya Pradesh,5:00 PM
,,2919,295,16-04-2020,187,1,1011,Maharashtra,5:00 PM
,,2,1,16-04-2020,0,1,1012,Manipur,5:00 PM
,,7,0,16-04-2020,1,1,1013,Meghalaya,5:00 PM
,,1,0,16-04-2020,0,1,1014,Mizoram,5:00 PM
,,0,0,16-04-2020,0,1,1015,Nagaland,5:00 PM
,,60,18,16-04-2020,1,1,1016,Odisha,5:00 PM
,,7,1,16-04-2020,0,1,1017,Puducherry,5:00 PM
,,186,27,16-04-2020,13,1,1018,Punjab,5:00 PM
,,1023,147,16-04-2020,3,1,1019,Rajasthan,5:00 PM
,,1242,118,16-04-2020,14,1,1020,Tamil Nadu,5:00 PM
,,698,120,16-04-2020,18,1,1021,Telengana,5:00 PM
,,2,1,16-04-2020,0,1,1022,Tripura,5:00 PM
,,37,9,16-04-2020,0,1,1023,Uttarakhand,5:00 PM
,,773,68,16-04-2020,13,1,1024,Uttar Pradesh,5:00 PM
,,231,42,16-04-2020,7,1,1025,West Bengal,5:00 PM
,,11,10,17-04-2020,0,1,1026,Andaman and Nicobar Islands,5:00 PM
,,572,36,17-04-2020,14,1,1027,Andhra Pradesh,5:00 PM
,,1,0,17-04-2020,0,1,1028,Arunachal Pradesh,5:00 PM
,,35,5,17-04-2020,1,1,1029,Assam,5:00 PM
,,83,37,17-04-2020,1,1,1030,Bihar,5:00 PM
,,21,9,17-04-2020,0,1,1031,Chandigarh,5:00 PM
,,36,23,17-04-2020,0,1,1032,Chhattisgarh,5:00 PM
,,1640,51,17-04-2020,38,1,1033,Delhi,5:00 PM
,,7,6,17-04-2020,0,1,1034,Goa,5:00 PM
,,1021,74,17-04-2020,38,1,1035,Gujarat,5:00 PM
,,205,43,17-04-2020,3,1,1036,Haryana,5:00 PM
,,35,16,17-04-2020,1,1,1037,Himachal Pradesh,5:00 PM
,,314,38,17-04-2020,4,1,1038,Jammu and Kashmir,5:00 PM
,,29,0,17-04-2020,2,1,1039,Jharkhand,5:00 PM
,,353,82,17-04-2020,13,1,1040,Karnataka,5:00 PM
,,395,245,17-04-2020,3,1,1041,Kerala,5:00 PM
,,18,14,17-04-2020,0,1,1042,Ladakh,5:00 PM
,,1308,65,17-04-2020,57,1,1043,Madhya Pradesh,5:00 PM
,,3205,300,17-04-2020,194,1,1044,Maharashtra,5:00 PM
,,2,1,17-04-2020,0,1,1045,Manipur,5:00 PM
,,9,0,17-04-2020,1,1,1046,Meghalaya,5:00 PM
,,1,0,17-04-2020,0,1,1047,Mizoram,5:00 PM
,,0,0,17-04-2020,0,1,1048,Nagaland,5:00 PM
,,60,19,17-04-2020,1,1,1049,Odisha,5:00 PM
,,7,1,17-04-2020,0,1,1050,Puducherry,5:00 PM
,,186,27,17-04-2020,13,1,1051,Punjab,5:00 PM
,,1131,164,17-04-2020,11,1,1052,Rajasthan,5:00 PM
,,1267,180,17-04-2020,15,1,1053,Tamil Nadu,5:00 PM
,,743,186,17-04-2020,18,1,1054,Telengana,5:00 PM
,,2,1,17-04-2020,0,1,1055,Tripura,5:00 PM
,,37,9,17-04-2020,0,1,1056,Uttarakhand,5:00 PM
,,846,74,17-04-2020,14,1,1057,Uttar Pradesh,5:00 PM
,,255,51,17-04-2020,10,1,1058,West Bengal,5:00 PM
,,12,11,18-04-2020,0,1,1059,Andaman and Nicobar Islands,5:00 PM
,,603,42,18-04-2020,15,1,1060,Andhra Pradesh,5:00 PM
,,1,0,18-04-2020,0,1,1061,Arunachal Pradesh,5:00 PM
,,35,9,18-04-2020,1,1,1062,Assam,5:00 PM
,,85,37,18-04-2020,2,1,1063,Bihar,5:00 PM
,,21,9,18-04-2020,0,1,1064,Chandigarh,5:00 PM
,,36,24,18-04-2020,0,1,1065,Chhattisgarh,5:00 PM
,,1707,72,18-04-2020,42,1,1066,Delhi,5:00 PM
,,7,6,18-04-2020,0,1,1067,Goa,5:00 PM
,,1272,88,18-04-2020,48,1,1068,Gujarat,5:00 PM
,,225,43,18-04-2020,3,1,1069,Haryana,5:00 PM
,,38,16,18-04-2020,1,1,1070,Himachal Pradesh,5:00 PM
,,328,42,18-04-2020,5,1,1071,Jammu and Kashmir,5:00 PM
,,33,0,18-04-2020,2,1,1072,Jharkhand,5:00 PM
,,371,92,18-04-2020,13,1,1073,Karnataka,5:00 PM
,,396,255,18-04-2020,3,1,1074,Kerala,5:00 PM
,,18,14,18-04-2020,0,1,1075,Ladakh,5:00 PM
,,1355,69,18-04-2020,69,1,1076,Madhya Pradesh,5:00 PM
,,3323,331,18-04-2020,201,1,1077,Maharashtra,5:00 PM
,,2,1,18-04-2020,0,1,1078,Manipur,5:00 PM
,,11,0,18-04-2020,1,1,1079,Meghalaya,5:00 PM
,,1,0,18-04-2020,0,1,1080,Mizoram,5:00 PM
,,0,0,18-04-2020,0,1,1081,Nagaland,5:00 PM
,,60,21,18-04-2020,1,1,1082,Odisha,5:00 PM
,,7,3,18-04-2020,0,1,1083,Puducherry,5:00 PM
,,202,27,18-04-2020,13,1,1084,Punjab,5:00 PM
,,1229,183,18-04-2020,11,1,1085,Rajasthan,5:00 PM
,,1323,283,18-04-2020,15,1,1086,Tamil Nadu,5:00 PM
,,791,186,18-04-2020,18,1,1087,Telengana,5:00 PM
,,2,1,18-04-2020,0,1,1088,Tripura,5:00 PM
,,42,9,18-04-2020,0,1,1089,Uttarakhand,5:00 PM
,,969,86,18-04-2020,14,1,1090,Uttar Pradesh,5:00 PM
,,287,55,18-04-2020,10,1,1091,West Bengal,5:00 PM
,,14,11,19-04-2020,0,1,1092,Andaman and Nicobar Islands,5:00 PM
,,603,42,19-04-2020,15,1,1093,Andhra Pradesh,5:00 PM
,,1,0,19-04-2020,0,1,1094,Arunachal Pradesh,5:00 PM
,,35,12,19-04-2020,1,1,1095,Assam,5:00 PM
,,86,37,19-04-2020,2,1,1096,Bihar,5:00 PM
,,23,10,19-04-2020,0,1,1097,Chandigarh,5:00 PM
,,36,24,19-04-2020,0,1,1098,Chhattisgarh,5:00 PM
,,1893,72,19-04-2020,43,1,1099,Delhi,5:00 PM
,,7,6,19-04-2020,0,1,1100,Goa,5:00 PM
,,1604,94,19-04-2020,58,1,1101,Gujarat,5:00 PM
,,233,87,19-04-2020,3,1,1102,Haryana,5:00 PM
,,39,16,19-04-2020,1,1,1103,Himachal Pradesh,5:00 PM
,,341,51,19-04-2020,5,1,1104,Jammu and Kashmir,5:00 PM
,,35,0,19-04-2020,2,1,1105,Jharkhand,5:00 PM
,,384,104,19-04-2020,14,1,1106,Karnataka,5:00 PM
,,400,257,19-04-2020,3,1,1107,Kerala,5:00 PM
,,18,14,19-04-2020,0,1,1108,Ladakh,5:00 PM
,,1407,127,19-04-2020,70,1,1109,Madhya Pradesh,5:00 PM
,,3651,365,19-04-2020,211,1,1110,Maharashtra,5:00 PM
,,2,1,19-04-2020,0,1,1111,Manipur,5:00 PM
,,11,0,19-04-2020,1,1,1112,Meghalaya,5:00 PM
,,1,0,19-04-2020,0,1,1113,Mizoram,5:00 PM
,,0,0,19-04-2020,0,1,1114,Nagaland,5:00 PM
,,61,24,19-04-2020,1,1,1115,Odisha,5:00 PM
,,7,3,19-04-2020,0,1,1116,Puducherry,5:00 PM
,,219,31,19-04-2020,16,1,1117,Punjab,5:00 PM
,,1351,183,19-04-2020,11,1,1118,Rajasthan,5:00 PM
,,1372,365,19-04-2020,15,1,1119,Tamil Nadu,5:00 PM
,,844,186,19-04-2020,18,1,1120,Telengana,5:00 PM
,,2,1,19-04-2020,0,1,1121,Tripura,5:00 PM
,,42,9,19-04-2020,0,1,1122,Uttarakhand,5:00 PM
,,1084,108,19-04-2020,17,1,1123,Uttar Pradesh,5:00 PM
,,310,62,19-04-2020,12,1,1124,West Bengal,5:00 PM
,,15,11,20-04-2020,0,1,1125,Andaman and Nicobar Islands,5:00 PM
,,722,92,20-04-2020,20,1,1126,Andhra Pradesh,5:00 PM
,,1,0,20-04-2020,0,1,1127,Arunachal Pradesh,5:00 PM
,,35,17,20-04-2020,1,1,1128,Assam,5:00 PM
,,96,42,20-04-2020,2,1,1129,Bihar,5:00 PM
,,26,13,20-04-2020,0,1,1130,Chandigarh,5:00 PM
,,36,25,20-04-2020,0,1,1131,Chhattisgarh,5:00 PM
,,2003,290,20-04-2020,45,1,1132,Delhi,5:00 PM
,,7,7,20-04-2020,0,1,1133,Goa,5:00 PM
,,1851,106,20-04-2020,67,1,1134,Gujarat,5:00 PM
,,233,87,20-04-2020,3,1,1135,Haryana,5:00 PM
,,39,16,20-04-2020,1,1,1136,Himachal Pradesh,5:00 PM
,,350,56,20-04-2020,5,1,1137,Jammu and Kashmir,5:00 PM
,,42,0,20-04-2020,2,1,1138,Jharkhand,5:00 PM
,,395,111,20-04-2020,16,1,1139,Karnataka,5:00 PM
,,402,270,20-04-2020,3,1,1140,Kerala,5:00 PM
,,18,14,20-04-2020,0,1,1141,Ladakh,5:00 PM
,,1485,127,20-04-2020,74,1,1142,Madhya Pradesh,5:00 PM
,,4203,507,20-04-2020,223,1,1143,Maharashtra,5:00 PM
,,2,2,20-04-2020,0,1,1144,Manipur,5:00 PM
,,11,0,20-04-2020,1,1,1145,Meghalaya,5:00 PM
,,1,0,20-04-2020,0,1,1146,Mizoram,5:00 PM
,,0,0,20-04-2020,0,1,1147,Nagaland,5:00 PM
,,68,24,20-04-2020,1,1,1148,Odisha,5:00 PM
,,7,3,20-04-2020,0,1,1149,Puducherry,5:00 PM
,,219,31,20-04-2020,16,1,1150,Punjab,5:00 PM
,,1478,183,20-04-2020,14,1,1151,Rajasthan,5:00 PM
,,1477,411,20-04-2020,15,1,1152,Tamil Nadu,5:00 PM
,,873,190,20-04-2020,21,1,1153,Telengana,5:00 PM
,,2,1,20-04-2020,0,1,1154,Tripura,5:00 PM
,,44,11,20-04-2020,0,1,1155,Uttarakhand,5:00 PM
,,1176,129,20-04-2020,17,1,1156,Uttar Pradesh,5:00 PM
,,339,66,20-04-2020,12,1,1157,West Bengal,5:00 PM
,,16,11,21-04-2020,0,1,1158,Andaman and Nicobar Islands,5:00 PM
,,757,96,21-04-2020,22,1,1159,Andhra Pradesh,5:00 PM
,,1,1,21-04-2020,0,1,1160,Arunachal Pradesh,5:00 PM
,,35,19,21-04-2020,1,1,1161,Assam,5:00 PM
,,114,42,21-04-2020,2,1,1162,Bihar,5:00 PM
,,26,13,21-04-2020,0,1,1163,Chandigarh,5:00 PM
,,36,25,21-04-2020,0,1,1164,Chhattisgarh,5:00 PM
,,2081,431,21-04-2020,47,1,1165,Delhi,5:00 PM
,,7,7,21-04-2020,0,1,1166,Goa,5:00 PM
,,2066,131,21-04-2020,77,1,1167,Gujarat,5:00 PM
,,254,127,21-04-2020,3,1,1168,Haryana,5:00 PM
,,39,16,21-04-2020,1,1,1169,Himachal Pradesh,5:00 PM
,,368,71,21-04-2020,5,1,1170,Jammu and Kashmir,5:00 PM
,,46,0,21-04-2020,2,1,1171,Jharkhand,5:00 PM
,,415,114,21-04-2020,17,1,1172,Karnataka,5:00 PM
,,408,291,21-04-2020,3,1,1173,Kerala,5:00 PM
,,18,14,21-04-2020,0,1,1174,Ladakh,5:00 PM
,,1540,127,21-04-2020,76,1,1175,Madhya Pradesh,5:00 PM
,,4669,572,21-04-2020,232,1,1176,Maharashtra,5:00 PM
,,2,2,21-04-2020,0,1,1177,Manipur,5:00 PM
,,11,0,21-04-2020,1,1,1178,Meghalaya,5:00 PM
,,1,0,21-04-2020,0,1,1179,Mizoram,5:00 PM
,,0,0,21-04-2020,0,1,1180,Nagaland,5:00 PM
,,74,24,21-04-2020,1,1,1181,Odisha,5:00 PM
,,7,3,21-04-2020,0,1,1182,Puducherry,5:00 PM
,,245,39,21-04-2020,16,1,1183,Punjab,5:00 PM
,,1576,205,21-04-2020,25,1,1184,Rajasthan,5:00 PM
,,1520,457,21-04-2020,17,1,1185,Tamil Nadu,5:00 PM
,,919,190,21-04-2020,23,1,1186,Telengana,5:00 PM
,,2,1,21-04-2020,0,1,1187,Tripura,5:00 PM
,,46,18,21-04-2020,0,1,1188,Uttarakhand,5:00 PM
,,1294,140,21-04-2020,20,1,1189,Uttar Pradesh,5:00 PM
,,392,73,21-04-2020,12,1,1190,West Bengal,5:00 PM
,,17,11,22-04-2020,0,1,1191,Andaman and Nicobar Islands,5:00 PM
,,813,120,22-04-2020,24,1,1192,Andhra Pradesh,5:00 PM
,,1,1,22-04-2020,0,1,1193,Arunachal Pradesh,5:00 PM
,,35,19,22-04-2020,1,1,1194,Assam,5:00 PM
,,126,46,22-04-2020,2,1,1195,Bihar,5:00 PM
,,27,14,22-04-2020,0,1,1196,Chandigarh,5:00 PM
,,36,26,22-04-2020,0,1,1197,Chhattisgarh,5:00 PM
,,2156,611,22-04-2020,47,1,1198,Delhi,5:00 PM
,,7,7,22-04-2020,0,1,1199,Goa,5:00 PM
,,2272,144,22-04-2020,95,1,1200,Gujarat,5:00 PM
,,254,127,22-04-2020,3,1,1201,Haryana,5:00 PM
,,39,16,22-04-2020,1,1,1202,Himachal Pradesh,5:00 PM
,,380,81,22-04-2020,5,1,1203,Jammu and Kashmir,5:00 PM
,,45,0,22-04-2020,3,1,1204,Jharkhand,5:00 PM
,,425,129,22-04-2020,17,1,1205,Karnataka,5:00 PM
,,427,323,22-04-2020,3,1,1206,Kerala,5:00 PM
,,18,14,22-04-2020,0,1,1207,Ladakh,5:00 PM
,,1592,148,22-04-2020,80,1,1208,Madhya Pradesh,5:00 PM
,,5221,722,22-04-2020,251,1,1209,Maharashtra,5:00 PM
,,2,2,22-04-2020,0,1,1210,Manipur,5:00 PM
,,12,0,22-04-2020,1,1,1211,Meghalaya,5:00 PM
,,1,0,22-04-2020,0,1,1212,Mizoram,5:00 PM
,,82,30,22-04-2020,1,1,1213,Odisha,5:00 PM
,,7,3,22-04-2020,0,1,1214,Puducherry,5:00 PM
,,251,49,22-04-2020,16,1,1215,Punjab,5:00 PM
,,1801,230,22-04-2020,25,1,1216,Rajasthan,5:00 PM
,,1596,635,22-04-2020,18,1,1217,Tamil Nadu,5:00 PM
,,945,194,22-04-2020,23,1,1218,Telengana,5:00 PM
,,2,1,22-04-2020,0,1,1219,Tripura,5:00 PM
,,46,19,22-04-2020,0,1,1220,Uttarakhand,5:00 PM
,,1412,165,22-04-2020,21,1,1221,Uttar Pradesh,5:00 PM
,,423,73,22-04-2020,15,1,1222,West Bengal,5:00 PM
,,18,11,23-04-2020,0,1,1223,Andaman and Nicobar Islands,5:00 PM
,,895,141,23-04-2020,27,1,1224,Andhra Pradesh,5:00 PM
,,1,1,23-04-2020,0,1,1225,Arunachal Pradesh,5:00 PM
,,35,19,23-04-2020,1,1,1226,Assam,5:00 PM
,,148,46,23-04-2020,2,1,1227,Bihar,5:00 PM
,,27,14,23-04-2020,0,1,1228,Chandigarh,5:00 PM
,,36,28,23-04-2020,0,1,1229,Chhattisgarh,5:00 PM
